Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Lantai,Tahun Dibangun,Sertifikat,Nama Agen,Tanggal Posting,Link
Apartemen siap huni di gading serpong,Rp 490Jt,"Rumpak Sinang, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,35 m²,35,,,Atlantis Realty,9 Des 2025,https://www.lamudi.co.id/properti/41032-73-35501c1a977f-9378-19b02dd-b62a-7d42
"Apartemen 3BR Sangat Luas, Nyaman dan Fully Furnished di Sky House BSD","Rp 2,30M","BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3 Kamar Tidur,3 Kamar Mandi,120 m²,19,,,Rilo Baskoro,26 Mei 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-3br-sangat-luas-nyaman-dan-fully-furnish-174824045527/
"Apartemen Akasa 1 bedroom, furnished, brand new, by Sinarmas",Rp 580Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,30 m²,,,,Chiko,6 Mei 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-akasa-1-bedroom-furnished-brand-new-by-s-174829691727/
Di Jual Murah Apartemen Hook Full Furnish Lokasi Strategis Di Margonda Depok,Rp 275Jt,"Pondok Cina, Beji, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,24 m²,8,,PPJB,Budi - Brown & White Property,29 Apr 2026,https://www.lamudi.co.id/properti/41032-73-b1900a997f20-e11c-19dd883-8bcf-7283
Apartemen U Residence Studio jual,Rp 450Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,,,,,Independent Agent - Aniez Zarwendah,6 Jan 2026,https://www.lamudi.co.id/properti/41032-73-1f37f3994021-3e86-19b92aa-90b0-7337
APARTEMEN BSD MURAH 1 BR SIap Huni di BSD City Kawasan Premium Strategis,Rp 780Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,35 m²,,,Strata,mochamad syarief,29 Apr 2026,https://www.lamudi.co.id/properti/41032-73-74c5e54145e9-957a-19dd857-8186-731c
APARTEMEN BSD MURAH DIJUAL STUDIO SAMPING AEON  MALL BSD DKT AKSES TOL,Rp 500Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,23 m²,,,Strata,mochamad syarief,2 Mei 2026,https://www.lamudi.co.id/properti/41032-73-5aef2d27a2cb-e7a8-19de6c3-a5d7-71a2
APARTEMEN BSD SERPONG SIAP HUNI CICILAN 3 JUTAAN SAMPING AEON MALL BSD,Rp 500Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,23 m²,,,Strata,mochamad syarief,2 Mei 2026,https://www.lamudi.co.id/properti/41032-73-bcdcae6790d4-4028-19de6db-98f0-7730
apartement Gunawangsa Manyar 2 Bedroom full furnished lantai 8,Rp 350Jt,"RW 07, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,36 m²,8,2015,Strata,David Nie - XM Darmo Permai,21 Mei 2026,https://www.lamudi.co.id/properti/41032-73-1142b4803d39-4d96-19e48fe-a2aa-782d
Dijual Rumah Murah di Bekasi 2 Lantai FREE 2 TV,Rp 942Jt,"Taman Rahayu, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,90 Kamar Tidur,2 Kamar Mandi,70 m²,2,,,Tuvi Truvitas,5 Mar 2026,https://www.lamudi.co.id/properti/41032-73-eeeb82d90a82-6577-19cbc85-85c3-70c6
TURUN HARGA-Dijual  Murah dan Cepat Siap Huni Apartemen Di Baileys City Full Furnished,Rp 255Jt,"Ciputat, Ciputat, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1 kamar tidur,1 kamar mandi,25 m²,8,,,Adi,14 Jul 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-cepat-275-juta-apart-bailey-s-city-furnishe-175591967045/
Dijual Murah !!! Apartemen 31 Sudirman 3+1 Signature Full Furniture,"Rp 4,80M","Mangkura, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan",Makassar,Sulawesi Selatan,Apartemen,4 Kamar Tidur,3 Kamar Mandi,123 m²,25,,,Duta Properti Makassar - nasrah,21 Agu 2025,https://www.lamudi.co.id/jual/sulawesi-selatan/makassar/dijual-murah-apartemen-31-sudirman-3-1-signature-f-175576497752/
"Disewakan Murah dan Cepat Apartemen, Lokasi Strategis Di Kelapa Gading",Rp 75Jt/tahun,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,64 m²,26,,,Jenny Widjaja,12 Des 2025,https://www.lamudi.co.id/properti/41032-73-f4e1eb638333-8bd7-19b11d8-a2de-7541
Dijual 2.6M Fully Furnished 2 Bed Apartemen Central Park Residences Tower Adeline,"Rp 2,60M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,80 m²,,,SHM,Global Property,31 Mar 2026,https://www.lamudi.co.id/properti/41032-73-261bccbbfbb0-f937-19d4217-a682-7234
Di Jual Aparment Senayan Residance,"Rp 3,30M","RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,80 m²,9,,,Agung - PT. Balai Lelang Perdana,7 Okt 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-aparment-senayan-residance-174885566916/
Dijual Turun Harga Apartemen Parahyangan Residence 2BR lantai 2 Dekat Kampus,Rp 599Jt,"Ciumbuleuit, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,42 m²,2,2012,Strata,Dicovery Property,8 Jun 2026,https://www.lamudi.co.id/properti/41032-73-f88e44cd8053-3a0-19ea5d3-9024-7752
DIJUAL APARTEMEN 57 PROMENADE 2 BR Lantai Atas THAMRIN / BUNDARAN HI,"Rp 6,90M","RW 05, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,103 m²,1,,,DutaPro (PT. Duta Primajaya Properti),18 Jan 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-57-promenade-2-br-lantai-atas-tha-170557336923/
Dijual Harga di Bawah Pasaran Apartemen Parahyangan Residence 2 BR Dekat Kampus,Rp 600Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,42 m²,19,2012,,Dicovery Property,6 Mar 2026,https://www.lamudi.co.id/properti/41032-73-44d0b392b899-bf2c-19cc104-a8b0-7698
APARTEMEN PARAGON SOLO DIJUAL 3 BR MURAH,"Rp 1,50M","Purwosari, Surakarta, Jawa Tengah",Surakarta,Jawa Tengah,Apartemen,3 Kamar Tidur,2 Kamar Mandi,75 m²,23,,,Susanto Liem - ERA iREA Solo,30 Nov 2025,https://www.lamudi.co.id/properti/41032-73-49f45e86cb21-e1a7-19ad2b1-8451-716c
Harga di Bawah Pasaran Apartemen Parahyangan Residence 2BR Hook Lt 10 Dekat Kampus Unpar,Rp 600Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,44 m²,10,2016,SHM,Dicovery Property,10 Jan 2025,https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-cepat-apartemen-parahyangan-residence-2br-hoo-174170571546/
"DIJUAL / DISEWAKAN APARTEMEN DI JOGJA DEKAT KAMPUS ATMAJAYA, UPN, STIE YKPN","Rp 3,50Jt/bulan","Kledokan, Catur Tunggal, Depok, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,8,,,Susanto Liem - ERA iREA Solo,22 Nov 2025,https://www.lamudi.co.id/properti/41032-73-ced29a7e07f6-452d-19aa9b1-a284-7412
JUAL MURAH APARTEMEN SKY HOUSE BSD TIPE 2 BEDROOM,Rp 800Jt,"BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,,51 m²,19,2021,SHM,sopi restia,24 Apr 2026,https://www.lamudi.co.id/properti/41032-73-d3258b9440e4-b09a-19dbec4-a37d-7395
JUAL APARTEMEN MURAH SKY HOUSE BSD TIPE STUDIO,Rp 400Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,,23 m²,20,2021,SHM,sopi restia,24 Apr 2026,https://www.lamudi.co.id/properti/41032-73-412b7501fad4-1bd2-19dbe4b-8d47-7676
HUNIAN APARTEMEN di MALL OF INDONESIA KELAPA GADING-  FULLY FURNISHED untuk DIJUAL /DISEWAKAN,"Rp 1,90M","RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,3 Kamar Mandi,110 m²,25,,SHM,Sansan - Xavier Marks Sky Gading,22 Feb 2026,https://www.lamudi.co.id/properti/41032-73-dac101c43e19-3f78-19c8694-a3ed-7f34
"2 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort","Rp 3,78M","Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,2 Kamar Tidur,1 kamar mandi,85 m²,,,,Coco Development Group,17 Sep 2024,https://www.lamudi.co.id/properti/41032-73-2857389e45ca-8095-191c02a-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort","Rp 3,24M","Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1 kamar tidur,1 kamar mandi,76 m²,,,,Coco Development Group,17 Sep 2024,https://www.lamudi.co.id/properti/41032-73-27105cdbb5fb-924-191c025-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort","Rp 3,01M","Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1 kamar tidur,1 kamar mandi,70 m²,,,,Coco Development Group,17 Sep 2024,https://www.lamudi.co.id/properti/41032-73-1d9cf6c71328-ab74-191c01c-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort","Rp 2,93M","Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1 kamar tidur,1 kamar mandi,67 m²,,,,Coco Development Group,17 Sep 2024,https://www.lamudi.co.id/properti/41032-73-12ec4679f502-fc37-191c00d-82ed-78cb
"1 bedroom Jungle Apartments in Kaba Kaba, Canggu, Bali - Amazona Jungle Resort","Rp 2,24M","Cepaka, Tabanan, Bali",Tabanan,Bali,Apartemen,1 kamar tidur,1 kamar mandi,40 m²,,,,Coco Development Group,17 Sep 2024,https://www.lamudi.co.id/properti/41032-73-82f96da072ba-c477-191bc99-8b73-7159
Jual cepat Bizloft tower 5,Rp 980Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,,,,,,,Independent Agent - Aniez Zarwendah,1 Feb 2026,https://www.lamudi.co.id/properti/41032-73-8db23c293b3f-13e8-19c1747-9ccd-7189
U residence studio tower 2 jual cepat,Rp 425Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,,,,,,PPJB,Independent Agent - Aniez Zarwendah,14 Apr 2026,https://www.lamudi.co.id/properti/41032-73-d665f2cf8821-c388-19d8d29-b57b-771c
"3 Bedroom Anandamaya Residence Tower 1  - semi furnished, unblock view",Rp 23M,"RW 05, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,267 m²,32,,,Tantea Hestiwening,28 Okt 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/disewakan-2-bedroom-district-8-bagus-175416495388/
di jual apartemen studio U residence lantai rendah,Rp 600Jt,"Cibodas Baru, Cibodas, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,27 m²,2,,HGB,Nana - Asia One Kelapa Gading,15 Apr 2026,https://www.lamudi.co.id/properti/41032-73-50e29eed4645-7278-19d8fed-89ff-73a3
Ciputra International Puri Tipe 3 Bedroom,"Rp 3,14M","RW 04, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,118 m²,,,,PT Ciputra Development Tbk - Ciputra International Puri,11 Mar 2026,https://www.lamudi.co.id/properti/41032-73-54f3aae302c9-8bfb-19cdbf6-8f33-7116
"Tak Perlu Modal Milyaran! Mulai Properti Kost di Bogor, 11 Apartkost Sudah Teruji, Launching Tower terbaru, Harga mulai 200jt",Rp 275Jt,"Cikarawang, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,12 m²,1,2026,,Mitra Properti Syariah,1 Mar 2026,https://www.lamudi.co.id/properti/41032-73-81c1fdd98e20-1739-19ca872-87db-7728
Apartment Lantai Tinggi Full Furnish dengan View laut,"Rp 1,25M","Teluk Tering, Teluk Tering, Batam Kota, Batam",Batam Kota,Batam,Apartemen,2 Kamar Tidur,1 kamar mandi,,29,,HGB,Rifaldo Hardion,12 Mei 2026,https://www.lamudi.co.id/properti/41032-73-e2498e2f553b-3e54-19e1b06-bc90-7ec2
Dijual dan atau Disewakan Apartment The Kensington,"Rp 4,20M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,148 m²,,,HGB,Nana - Asia One Kelapa Gading,17 Apr 2026,https://www.lamudi.co.id/properti/41032-73-233ebeefc9fa-3bff-19d9a15-acb1-7c7f
"Apartemen Meikarta lantai 20an, Mewah Full Furnised, Tower Sevilla",Rp 435Jt,"Kota Jababeka, Sertajaya, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,47 m²,20,2017,Strata,Purnama Property,12 Apr 2026,https://www.lamudi.co.id/properti/41032-73-5065e8550083-b952-19d81e4-8149-74e2
Harga di Bawah Pasaran Apartemen Galeri Ciumbuleuit 3 ( GCA 3 ) Dekat Kampus,Rp 485Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,33 m²,12,2016,Strata,Dicovery Property,17 Mar 2026,https://www.lamudi.co.id/properti/41032-73-12e9528c88a4-27f9-19cfa1c-b715-727d
Elevee Residences Kondominium 2BR di Alam sutera,"Rp 2,35M","Sukaasih, Tangerang, Tangerang, Banten",Tangerang,Banten,Kondominium,2 Kamar Tidur,1 kamar mandi,88 m²,10,,,Harnov Properti Indonesia,20 Des 2024,https://www.lamudi.co.id/jual/banten/tangerang/elevee-residences-kondominium-2br-di-alam-sutera-173468714278/
Apartemen Intermark Tuscany 2BR Lokasi Paling Strategis Dekat Toll Lingkar Luar Jakarta Pondok Indah,Rp 650Jt,"Pondok So, Rawa Mekar Jaya, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,54 m²,19,,PPJB,Harnov Properti Indonesia,15 Nov 2024,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-intermark-tuscany-2br-fasilitas-lengkap-175557261586/
Apartemen Intermark BSD 2BR Hunian Paling Strategis Dekat Toll Lingkar Luar Jakarta Serpong Tangerang Selatan,Rp 650Jt,"Pondok So, Rawa Mekar Jaya, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,54 m²,19,,PPJB,Harnov Properti Indonesia,15 Mei 2024,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-intermark-tuscany-2br-hunian-paling-stra-175557251464/
Apartemen Aeropolis STUDIO  Hunian Strategis Dekat Bandara Soetta Tangerang Kota,Rp 105Jt,"Neglasari, Neglasari, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,12 m²,3,,PPJB,Harnov Properti Indonesia,14 Okt 2023,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-aeropolis-studio-hunian-terbaik-tangeran-175523585836/
Aeropolis Apartemen 2Kmar Tidur Siap Hunian Paling Strategis Dekat Bandara Soetta.,Rp 165Jt,"Neglasari, Neglasari, Tangerang, Banten",Tangerang,Banten,Apartemen,2 Kamar Tidur,2 Kamar Mandi,28 m²,3,,PPJB,Harnov Properti Indonesia,18 Jul 2024,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-aeropolis-2br-siap-huni-tangerang-175523536779/
Tokyo Riverside Apartemen Studiio PIK2,Rp 388Jt,"RW 03, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,,,,Harnov Properti Indonesia,31 Okt 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/apartemen-tokyo-riverside-di-pik-2-173035866392/
Apartemen Aeropolis  STUDIO Hunian Strategis Fasilitas Lengkap Tangerang Kota,Rp 125Jt,"Neglasari, Neglasari, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,12 m²,3,,PPJB,Harnov Properti Indonesia,18 Okt 2024,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-aeropolis-studio-hunian-terbaik-fasilita-175211817799/
"Juragan Kost di project apartkost favorit, kini hadir dengan kamar mezzanine, fasilitas lengkap dengan okupansi tinggi",Rp 275Jt,"Dramaga, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,12 m²,1,2026,,MPS Properti,25 Feb 2026,https://www.lamudi.co.id/properti/41032-73-c40ddeabc07c-9cb8-19c9320-9035-7415
"Jadi Juragan Kost Modal 200jtan saja, lokasi ring 1 IPB Bogor, lokasi dalam kawasan dengan 8 tower apartkost yang sudah terbangun",Rp 220Jt,"Cikarawang, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,12 m²,3,2026,,MPS Properti,25 Feb 2026,https://www.lamudi.co.id/properti/41032-73-533c74f59cbd-dac-19c930c-8b73-75e1
"2 Unit Kamar Lagi di Project Apartkost Premium Dramaga Bogor, harga sewa paling tinggi dikelasnya",Rp 275Jt,"Cikarawang, Dramaga, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,12 m²,3,2025,,MPS Properti,25 Feb 2026,https://www.lamudi.co.id/properti/41032-73-470b7ed155d6-58e-19c934f-83f7-70e2
Dijual Unit Unfurnsihed Tower Atas Mall,Rp 430Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,33 m²,8,2014,HGB,Dede Novianti - Independent Agent,"1 minggu, 11 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-7f34e1cb1096-1c57-19efcef-9009-77ae
Dijual Apartement 2BR Furnish Di Podomoro Golf View,Rp 520Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,35 m²,23,,SHM,ridhwan ibrahim,20 Mar 2026,https://www.lamudi.co.id/properti/41032-73-40d0c6673a-5ab4-19d0a40-9d69-7391
"DIJUAL CEPAT BUTUH UANG, BISA JUGA SEWA NEW GRESS ! BU TERMURAH HANYA 550 jt( NEGO ) di bawah harga pasar",Rp 30Jt/tahun,"Wisma Permai, RW 05, Mulyorejo, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,25 m²,38,,,Idelia !,8 Jan 2026,https://www.lamudi.co.id/properti/41032-73-37e7a2906260-4b8f-19b9c70-b240-72f4
Apt Casa Grande Jakarta Selatan 2 kamar Luas dan  Interior simple,"Rp 2,30M","RW 12, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,79 m²,31,2013,,Seproperty Jakarta,27 Nov 2025,https://www.lamudi.co.id/properti/41032-73-5eec78ff218c-85a8-19ac44b-b09a-7634
jual apartemen Gunawangsa tidar murah pusat kota Surabaya,Rp 270Jt,"RW 04, Petemon, Sawahan, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,28 m²,23,2020,PPJB,Agus Liu,3 Mei 2026,https://www.lamudi.co.id/properti/41032-73-47ec22e20055-4004-19dec99-9fcd-71b3
Dijual 4 Bedroom District 8 Infinity Tower – JARANG ADA - BAGUS,Rp 16M,"RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,3 Kamar Mandi,228 m²,15,2019,Strata,Tantea Hestiwening,28 Okt 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/5-bedroom-rumah-cocok-untuk-cafe-resto-commercial-174549055243/
Jual Apartemen Belmont Kedoya 1KT Semi Furnished Murah Siap Huni nego sampai Deal,Rp 450Jt,"RW 02, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,36 m²,,,,Wahyu Jeremias Teinal,"2 minggu, 1 hari yang lalu",https://www.lamudi.co.id/properti/41032-73-8fe8d63331a1-b910-19ed492-b956-7465
Dijual Apartemen SQ Res 1 BR + 1 Study Room Jakarta Selatan,"Rp 2,45M","RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,,60 m²,,,,Raini_Amazing Realty,28 Nov 2025,https://www.lamudi.co.id/properti/41032-73-ba8ebbde2bfb-45da-19ac88a-9d9f-7207
TAKE OVER DP!!! JUAL APARTEMEN MURAH MAJAPAHIT SUITES,Rp 115Jt,"Kranggan, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,22 m²,,,,Ardhito Rizky,25 Mei 2026,https://www.lamudi.co.id/properti/41032-73-96d7de9dd3d4-9f5e-19e5db6-8209-7537
jual murah Apartemen U Residence karawaci,Rp 450Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,35 m²,0,,Strata,Independent Agent --Chata,5 Jun 2026,https://www.lamudi.co.id/properti/41032-73-d29e33f65ea6-10a-19e9685-abe2-7f5d
2 Bedroom Anandamaya - Semi Furnished - TURUN HARGA,Rp 7M,"RW 05, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,133 m²,30,,,Tantea Hestiwening,25 Mar 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/2-bedroom-anandamaya-semi-furnished-174290570893/
Hunian Minimalis Modern Akses LRT,Rp 800Jt,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,36 m²,20,,,Rizky - LRT City Ciracas,9 Des 2025,https://www.lamudi.co.id/properti/41032-73-31524ba3ce09-87fa-19b02e1-8be5-7562
Dijual NEGO Condo Taman Anggrek 2BR Fully Furnished JakBar Grogol,"Rp 3,70M","RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Kondominium,2 Kamar Tidur,3 Kamar Mandi,99 m²,3,,,Julia Keiko,30 Jul 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-nego-condo-taman-anggrek-2br-fully-furnishe-175567621373/
For rental and sale,"Rp 4,30M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,95 m²,20,,,Zantedeschia Property,8 Mei 2026,https://www.lamudi.co.id/properti/41032-73-25936205e8ed-991c-19e07dd-bb87-7274
"Apartemen Top 3 kamar Furnished The Kuningan Best View & Location, Harga miring","Rp 1,45M","RW 02, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,88 m²,12,,,Aditya-Tumbuan,21 Jun 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-3-kamar-furnished-the-kuningan-place-neg-175045871489/
Jual BU Apartemen Akasa Pure Living 1BR Full Furnished BSD 5 Menit Ke Binus,Rp 345Jt,"Babakan, BSD City, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1 kamar tidur,1 kamar mandi,23 m²,23,2023,PPJB,Kiki Spesialis Properti BU,2 Nov 2025,https://www.lamudi.co.id/properti/41032-73-94f4aad8e308-e02e-19a457f-ae5e-75ba
